Orden;Tipo Contenedor;Modelo;Lote;Distrito;Barrio;Carga;Coordenda X;Coordenada Y;Latitud;Longitud;Código Situado;Dirección
3341;Orgánica;O 800 CT;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Trasera;448257,95;4475500,896;40,428535998322;-3,609993301938;CT_205_001;TRAVESIA LONGARES, 12
3342;Papel-Cartón;PC 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;448243,12;4483270,996;40,498532539098;-3,610801848187;CS_166_160;CALLE ANTONIO MIRO VALVERDE, 49
3343;Vidrio;V 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;448243,12;4483270,996;40,498532539098;-3,610801848187;CS_166_160;CALLE ANTONIO MIRO VALVERDE, 49
3344;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448421,803;4477300,313;40,444756424352;-3,608207777747;CL_207_040;CALLE SAN HILARIO, 3
3345;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448421,803;4477300,313;40,444756424352;-3,608207777747;CL_207_040;CALLE SAN HILARIO, 3
3346;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448421,803;4477300,313;40,444756424352;-3,608207777747;CL_207_040;CALLE SAN HILARIO, 3
3347;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448180,63;4477635,587;40,447761774414;-3,611078879793;CS_207_021;CALLE ALCALA, 619
3348;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448180,63;4477635,587;40,447761774414;-3,611078879793;CS_207_021;CALLE ALCALA, 619
3349;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Lateral;448133,187;4475225,966;40,426051488430;-3,611441638820;CL_205_030;AVENIDA CANILLEJAS A VICALVARO, 80
3350;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Lateral;448133,187;4475225,966;40,426051488430;-3,611441638820;CL_205_030;AVENIDA CANILLEJAS A VICALVARO, 80
3351;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Lateral;448133,187;4475225,966;40,426051488430;-3,611441638820;CL_205_030;AVENIDA CANILLEJAS A VICALVARO, 80
3352;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Lateral;448133,187;4475225,966;40,426051488430;-3,611441638820;CL_205_030;AVENIDA CANILLEJAS A VICALVARO, 80
3353;Papel-Cartón;PC 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;448028,898;4482054,334;40,487558831529;-3,613230034973;CS_166_192;AVENIDA JUAN ANTONIO SAMARANCH, 49
3354;Vidrio;V 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;448028,898;4482054,334;40,487558831529;-3,613230034973;CS_166_192;AVENIDA JUAN ANTONIO SAMARANCH, 49
3355;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448249,722;4476434,129;40,436942623624;-3,610166284218;CS_207_056;CALLE LUCANO, 46
3356;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448249,722;4476434,129;40,436942623624;-3,610166284218;CS_207_056;CALLE LUCANO, 46
3357;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Superior;448254,216;4476228,055;40,435086462913;-3,610096519703;CS_205_065;CALLE LA ILIADA, 15
3358;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Superior;448254,216;4476228,055;40,435086462913;-3,610096519703;CS_205_065;CALLE LA ILIADA, 15
3359;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448332,845;4476581,375;40,438274273710;-3,609198240514;CL_207_048;CALLE FENELON, 20
3360;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448332,845;4476581,375;40,438274273710;-3,609198240514;CL_207_048;CALLE FENELON, 20
3361;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448332,845;4476581,375;40,438274273710;-3,609198240514;CL_207_048;CALLE FENELON, 20
3362;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448332,845;4476581,375;40,438274273710;-3,609198240514;CL_207_048;CALLE FENELON, 20
3363;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Superior;448031,483;4474505,224;40,419552245953;-3,612581627441;CS_204_048;CALLE RAVENA, 24
3364;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Superior;448031,483;4474505,224;40,419552245953;-3,612581627441;CS_204_048;CALLE RAVENA, 24
3365;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Superior;447998,588;4470607,045;40,384432826051;-3,612650907345;CS_182_043;AVENIDA SANTA EUGENIA, 33
3366;Vidrio;V 3100 CS;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Superior;447998,588;4470607,045;40,384432826051;-3,612650907345;CS_182_043;AVENIDA SANTA EUGENIA, 33
3367;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Superior;448180,718;4474836,731;40,422547977302;-3,610849619434;CS_205_029;CALLE MARSELLA, 3
3368;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Superior;448180,718;4474836,731;40,422547977302;-3,610849619434;CS_205_029;CALLE MARSELLA, 3
3369;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448067,156;4476276,688;40,435512918947;-3,612305861791;CS_207_060;AVENIDA CANILLEJAS A VICALVARO, 61
3370;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448113,249;4477551,894;40,447003615640;-3,611866588404;CS_207_050;CALLE ALCALA, 607
3371;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448113,249;4477551,894;40,447003615640;-3,611866588404;CS_207_050;CALLE ALCALA, 607
3372;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Superior;448322,551;4475648,528;40,429869974898;-3,609243755374;CS_205_024;CALLE JULIA GARCIA BOUTAN, 9
3373;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Superior;448322,551;4475648,528;40,429869974898;-3,609243755374;CS_205_024;CALLE JULIA GARCIA BOUTAN, 9
3374;Vidrio;V 3100 CS;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Superior;448109,899;4473235,991;40,408123073278;-3,611553818855;CS_191_089;CALLE CALAHORRA, 54
3375;Papel-Cartón;PC 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;448125,508;4482419,127;40,490851120521;-3,612120010833;CS_166_217;CALLE MARIA DE LAS MERCEDES DE BORBON, 58
3376;Vidrio;V 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;448125,508;4482419,127;40,490851120521;-3,612120010833;CS_166_217;CALLE MARIA DE LAS MERCEDES DE BORBON, 58
3377;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448166,543;4468571,081;40,366101894144;-3,610506700956;CS_183_096;CALLE ENTREPEÑAS, 86
3378;Papel-Cartón;PC 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;447968,058;4482974;40,495839846938;-3,614023386259;CS_166_110;AVENIDA SECUNDINO ZUAZO, 99
3379;Vidrio;V 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;447968,058;4482974;40,495839846938;-3,614023386259;CS_166_110;AVENIDA SECUNDINO ZUAZO, 99
3380;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Superior;448100,229;4474676,789;40,421102102381;-3,611785325166;CS_204_055;CALLE AQUITANIA, 91
3381;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Superior;448100,229;4474676,789;40,421102102381;-3,611785325166;CS_204_055;CALLE AQUITANIA, 91
3382;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;HELLIN;Carga Lateral;448075,523;4475718,421;40,430484230871;-3,612161608007;CL_202_013;CALLE HERENCIA, 7
3383;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;HELLIN;Carga Lateral;448075,523;4475718,421;40,430484230871;-3,612161608007;CL_202_013;CALLE HERENCIA, 7
3384;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;HELLIN;Carga Lateral;448075,523;4475718,421;40,430484230871;-3,612161608007;CL_202_013;CALLE HERENCIA, 7
3385;Resto;R 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3386;Resto;R 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3387;Resto;R 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3388;Resto;R 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3389;PMB;E 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3390;PMB;E 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3391;PMB;E 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3392;Orgánica;O 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3393;Orgánica;O 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3394;Orgánica;O 800 CT;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Trasera;448236,359;4472675,928;40,403085530305;-3,610017945545;CT_191_018;CAMINO FUENTE DE ARRIBA, 13
3395;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448104,748;4476643,03;40,438815496045;-3,611892582181;CS_207_046;CALLE AQUILES, 8
3396;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448104,748;4476643,03;40,438815496045;-3,611892582181;CS_207_046;CALLE AQUILES, 8
3397;Papel-Cartón;PC 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;448277,739;4482182,996;40,488733428073;-3,610304507857;CS_166_146;CALLE CARLOS FERNANDEZ CASADO, 30
3398;Vidrio;V 3100 CS;2;HORTALEZA;VALDEFUENTES;Carga Superior;448277,739;4482182,996;40,488733428073;-3,610304507857;CS_166_146;CALLE CARLOS FERNANDEZ CASADO, 30
3399;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448144,846;4476207,708;40,434896352728;-3,611384291189;CL_207_009;CALLE TROYA, 32
3400;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448144,846;4476207,708;40,434896352728;-3,611384291189;CL_207_009;CALLE TROYA, 32
3401;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448144,846;4476207,708;40,434896352728;-3,611384291189;CL_207_009;CALLE TROYA, 32
3402;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Superior;448252,069;4474654,032;40,420906549730;-3,609993706671;CS_205_055;CALLE MARSELLA, 25
3403;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;ROSAS;Carga Superior;448252,069;4474654,032;40,420906549730;-3,609993706671;CS_205_055;CALLE MARSELLA, 25
3404;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448190,141;4476213,383;40,434950299475;-3,610850744097;CL_207_006;CALLE LA ILIADA, 9
3405;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448190,141;4476213,383;40,434950299475;-3,610850744097;CL_207_006;CALLE LA ILIADA, 9
3406;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448190,141;4476213,383;40,434950299475;-3,610850744097;CL_207_006;CALLE LA ILIADA, 9
3407;Papel-Cartón;PC 3100 CS;2;VICALVARO;VALDERRIVAS;Carga Superior;448362,524;4471941,45;40,396476694793;-3,608471636423;CS_193_018;CALLE MOLINO VIEJO, 14
3408;Vidrio;V 3100 CS;2;VICALVARO;VALDERRIVAS;Carga Superior;448362,524;4471941,45;40,396476694793;-3,608471636423;CS_193_018;CALLE MOLINO VIEJO, 14
3409;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448005;4468990,966;40,369874458233;-3,612443528404;CS_183_058;AVENIDA ENSANCHE DE VALLECAS, 14
3410;Vidrio;V 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448005;4468990,966;40,369874458233;-3,612443528404;CS_183_058;AVENIDA ENSANCHE DE VALLECAS, 14
3411;Resto;R 2750 CL;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Lateral;448154,422;4470300,518;40,381681130489;-3,610790117161;CL_182_008;CALLE PUENTELARRA, 23
3412;PMB;E 2750 CL;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Lateral;448154,422;4470300,518;40,381681130489;-3,610790117161;CL_182_008;CALLE PUENTELARRA, 23
3413;Orgánica;O 2750 CL;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Lateral;448154,422;4470300,518;40,381681130489;-3,610790117161;CL_182_008;CALLE PUENTELARRA, 23
3414;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448382,19;4476576,547;40,438233844520;-3,608616061332;CL_207_050;CALLE FENELON, 22
3415;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448382,19;4476576,547;40,438233844520;-3,608616061332;CL_207_050;CALLE FENELON, 22
3416;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448382,19;4476576,547;40,438233844520;-3,608616061332;CL_207_050;CALLE FENELON, 22
3417;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448041,161;4477385,1;40,445496534483;-3,612702984224;CS_207_029;CALLE BOLTAÑA, 19
3418;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448041,161;4477385,1;40,445496534483;-3,612702984224;CS_207_029;CALLE BOLTAÑA, 19
3419;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448362,958;4468870,758;40,368813789044;-3,608217670171;CS_183_094;CALLE ENTREPEÑAS, 66
3420;Vidrio;V 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448362,958;4468870,758;40,368813789044;-3,608217670171;CS_183_094;CALLE ENTREPEÑAS, 66
3421;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448038,802;4477657,687;40,447952011321;-3,612753101164;CS_207_017;CALLE RAZA, 11
3422;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448038,802;4477657,687;40,447952011321;-3,612753101164;CS_207_017;CALLE RAZA, 11
3423;Papel-Cartón;PC 3100 CS;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Superior;448191,738;4472633,916;40,402704283152;-3,610540341996;CS_191_095;CALLE GALLEGOS, 44
3424;Vidrio;V 3100 CS;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Superior;448191,738;4472633,916;40,402704283152;-3,610540341996;CS_191_095;CALLE GALLEGOS, 44
3425;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448159,816;4476966,453;40,441732519780;-3,611269704838;CL_207_036;CALLE CIRCE, 44
3426;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448159,816;4476966,453;40,441732519780;-3,611269704838;CL_207_036;CALLE CIRCE, 44
3427;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448159,816;4476966,453;40,441732519780;-3,611269704838;CL_207_036;CALLE CIRCE, 44
3428;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448159,816;4476966,453;40,441732519780;-3,611269704838;CL_207_036;CALLE CIRCE, 44
3429;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Superior;448201,524;4470559,144;40,384013942178;-3,610256265835;CS_182_022;CALLE CASTRILLO DE AZA, 24
3430;Vidrio;V 3100 CS;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Superior;448201,524;4470559,144;40,384013942178;-3,610256265835;CS_182_022;CALLE CASTRILLO DE AZA, 24
3431;Vidrio;V 3100 CS VACRI;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Superior;448201,524;4470559,144;40,384013942178;-3,610256265835;CS_182_022;CALLE CASTRILLO DE AZA, 24
3432;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Superior;448241,735;4470091,238;40,379801218497;-3,609744543929;CS_182_010;CALLE PUENTELARRA, 35
3433;Vidrio;V 3100 CS;3;VILLA DE VALLECAS;SANTA EUGENIA;Carga Superior;448241,735;4470091,238;40,379801218497;-3,609744543929;CS_182_010;CALLE PUENTELARRA, 35
3434;Resto;R 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;447956,146;4473446,724;40,410011894421;-3,613383020886;CL_191_124;CALLE EZCARAY, 22
3435;PMB;E 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;447956,146;4473446,724;40,410011894421;-3,613383020886;CL_191_124;CALLE EZCARAY, 22
3436;Orgánica;O 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;447956,146;4473446,724;40,410011894421;-3,613383020886;CL_191_124;CALLE EZCARAY, 22
3437;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448166,725;4476433,298;40,436929968615;-3,611144747221;CL_207_046;CALLE NICOLASA GOMEZ, 90
3438;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448166,725;4476433,298;40,436929968615;-3,611144747221;CL_207_046;CALLE NICOLASA GOMEZ, 90
3439;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448166,725;4476433,298;40,436929968615;-3,611144747221;CL_207_046;CALLE NICOLASA GOMEZ, 90
3440;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448118,233;4469076,832;40,370655055442;-3,611116828356;CS_183_113;CALLE LA ADRADA, 11
3441;Vidrio;V 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448118,233;4469076,832;40,370655055442;-3,611116828356;CS_183_113;CALLE LA ADRADA, 11
3442;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Lateral;447943,863;4474783,179;40,422050762526;-3,613637148731;CL_204_045;AVENIDA GUADALAJARA, 34
3443;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Lateral;447943,863;4474783,179;40,422050762526;-3,613637148731;CL_204_045;AVENIDA GUADALAJARA, 34
3444;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Lateral;447943,863;4474783,179;40,422050762526;-3,613637148731;CL_204_045;AVENIDA GUADALAJARA, 34
3445;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Lateral;447943,863;4474783,179;40,422050762526;-3,613637148731;CL_204_045;AVENIDA GUADALAJARA, 34
3446;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448270,218;4469680,737;40,376104905901;-3,609375695084;CS_183_005;AVENIDA LA GAVIA, 8
3447;Vidrio;V 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448270,218;4469680,737;40,376104905901;-3,609375695084;CS_183_005;AVENIDA LA GAVIA, 8
3448;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448153,968;4476964,078;40,441710759735;-3,611338463551;CS_207_036;CALLE CIRCE, 44
3449;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Superior;448153,968;4476964,078;40,441710759735;-3,611338463551;CS_207_036;CALLE CIRCE, 44
3450;Resto;R 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;448139,456;4473368,127;40,409315282238;-3,611216260766;CL_191_097;CALLE CASALARREINA, 9
3451;PMB;E 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;448139,456;4473368,127;40,409315282238;-3,611216260766;CL_191_097;CALLE CASALARREINA, 9
3452;Orgánica;O 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;448139,456;4473368,127;40,409315282238;-3,611216260766;CL_191_097;CALLE CASALARREINA, 9
3453;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Superior;447975,61;4475315,461;40,426847875960;-3,613306487241;CS_204_046;CALLE MARMOLISTAS, 11
3454;Vidrio;V 3100 CS;2;SAN BLAS-CANILLEJAS;ARCOS;Carga Superior;447975,61;4475315,461;40,426847875960;-3,613306487241;CS_204_046;CALLE MARMOLISTAS, 11
3455;Resto;R 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;447989,973;4473153,025;40,407368177700;-3,612960356378;CL_191_018;CALLE CALAHORRA, 112
3456;PMB;E 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;447989,973;4473153,025;40,407368177700;-3,612960356378;CL_191_018;CALLE CALAHORRA, 112
3457;Orgánica;O 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;447989,973;4473153,025;40,407368177700;-3,612960356378;CL_191_018;CALLE CALAHORRA, 112
3458;Orgánica;O 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;447989,973;4473153,025;40,407368177700;-3,612960356378;CL_191_018;CALLE CALAHORRA, 112
3459;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448174,185;4476602,375;40,438453581626;-3,611070584454;CL_207_012;CALLE LUCANO, 28
3460;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448174,185;4476602,375;40,438453581626;-3,611070584454;CL_207_012;CALLE LUCANO, 28
3461;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448174,185;4476602,375;40,438453581626;-3,611070584454;CL_207_012;CALLE LUCANO, 28
3462;Resto;R 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;448106,892;4473269,902;40,408428378206;-3,611592021477;CL_191_108;CALLE CALAHORRA, 50
3463;PMB;E 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;448106,892;4473269,902;40,408428378206;-3,611592021477;CL_191_108;CALLE CALAHORRA, 50
3464;Orgánica;O 2750 CL;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Lateral;448106,892;4473269,902;40,408428378206;-3,611592021477;CL_191_108;CALLE CALAHORRA, 50
3465;Papel-Cartón;PC 3100 CS;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Superior;448146,604;4473369,262;40,409325952345;-3,611132113142;CS_191_058;CALLE CASALARREINA, 7
3466;Vidrio;V 3100 CS;2;VICALVARO;CASCO HISTORICO DE VICALVARO;Carga Superior;448146,604;4473369,262;40,409325952345;-3,611132113142;CS_191_058;CALLE CASALARREINA, 7
3467;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448365,225;4477510,002;40,446641916182;-3,608891953719;CL_207_045;CALLE SAN FAUSTINO, 15
3468;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448365,225;4477510,002;40,446641916182;-3,608891953719;CL_207_045;CALLE SAN FAUSTINO, 15
3469;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448365,225;4477510,002;40,446641916182;-3,608891953719;CL_207_045;CALLE SAN FAUSTINO, 15
3470;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;CANILLEJAS;Carga Lateral;448365,225;4477510,002;40,446641916182;-3,608891953719;CL_207_045;CALLE SAN FAUSTINO, 15
3471;Papel-Cartón;PC 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448285,257;4469825,478;40,377409768121;-3,609210289653;CS_183_138;CALLE MAZATERON, 8
3472;Vidrio;V 3100 CS;3;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;Carga Superior;448285,257;4469825,478;40,377409768121;-3,609210289653;CS_183_138;CALLE MAZATERON, 8
